r,numerical_phi,pinn_phi
3.75582952639944,0.5059338718686492,0.5761349
3.762595855309158,0.49984687667143274,0.578007
3.8509772860192526,0.3981678008760712,0.60196996
3.8610263780077423,0.3841776412567447,0.60463834
3.867353463005374,0.375135579828352,0.6063123
3.881699262065219,0.3539846385540783,0.61009145
3.8867728968948203,0.34629406901646487,0.61142254
3.892016787341631,0.33823298666224866,0.61279523
3.930977246667604,0.27495978767499335,0.62289846
3.9850473439737346,0.17848967651836573,0.6366464
4.089529444142698,-0.027612622387130137,0.6623347
4.103829230356297,-0.05699275403926207,0.665763
4.126176769114265,-0.10312656178679236,0.6710789
4.17411003148779,-0.20211175766636014,0.68231344
4.196000624277899,-0.24690354536999204,0.6873691
4.242220092469763,-0.3394093066845586,0.6978909
4.271077886262563,-0.3952152448202362,0.704357
4.275410183585496,-0.4034286689358188,0.70532084
4.281841483173143,-0.41553454802691314,0.70674896
4.289940273750183,-0.43062519268658445,0.7085414
4.319450186421157,-0.4840249804767517,0.71502113
4.33851649237973,-0.5170619368229934,0.7191652
4.389714207056361,-0.5991715043533561,0.7301302
4.4015249373960135,-0.6166008454733414,0.73262644
4.41530501373377,-0.6361585615932908,0.73552334
4.4844552197831975,-0.7205551330538463,0.74981046
4.545410647677732,-0.7739563190288559,0.76206696
4.55656752785713,-0.781437428249481,0.7642764
4.56069984217036,-0.7840227414877193,0.765092
4.582528904915167,-0.7959957511844759,0.76937866
4.636984049399821,-0.813277358898183,0.77990377
4.655980181324601,-0.8150071041970458,0.78351974
4.6866064199412625,-0.8130719080314273,0.78928983
4.722149251619493,-0.8035458555134772,0.79589534
4.734717707805657,-0.7983205508617619,0.79820776
4.741738290873252,-0.7949833424891923,0.7994945
4.89452760277563,-0.6521403741582906,0.8265922
4.916158751168323,-0.6220082697848206,0.8302927
4.925176938188639,-0.6088087100650643,0.831826
4.926251042908591,-0.6072123107979747,0.8320081
4.937955963643907,-0.5894878311354669,0.83398914
4.944203047025814,-0.5797868643098363,0.8350425
4.951769101112702,-0.5678189489645826,0.8363147
4.972485058923855,-0.5338712247582671,0.83977723
5.015162946871996,-0.4589539640822411,0.84681976
5.026370931051921,-0.4382820599591168,0.84864926
5.026790232288615,-0.4375013513029552,0.84871745
5.031362585800877,-0.42895453379705945,0.84946084
5.052523724478571,-0.3886408733157226,0.85288525
5.085706911647028,-0.3232099603480082,0.8581959
5.107473025775658,-0.27908393739502757,0.86164093
5.113423988609378,-0.266882604870876,0.8625777
5.12093058299281,-0.25141838696173313,0.86375594
5.142344384136116,-0.2069193557237755,0.86709726
5.163003483011953,-0.1635790769753146,0.8702935
5.183296523637368,-0.12077323864338929,0.8734076
5.187906217433661,-0.11103338936719742,0.8741113
5.200680211778108,-0.0840374268240387,0.876055
5.222432600548044,-0.038144699948554926,0.8793415
5.227328293819941,-0.0278507802704118,0.88007724
5.230978441701488,-0.02018566649538706,0.88062465
5.247564316322379,0.014511770363225672,0.8831034
5.277011090862999,0.07537538342632887,0.8874626
5.296505783560065,0.11496010805744902,0.89032054
5.31354631568148,0.14897662220463476,0.89280033
5.357746840747585,0.23403294574097178,0.8991549
5.393422419156507,0.2985669840813117,0.90420306
5.406351216101065,0.32088965169872524,0.9060149
5.426446347075766,0.35434545503992043,0.9088119
5.426960831582485,0.35518131780408096,0.9088836
5.45616789315935,0.40083703679857174,0.9129094
5.4671027934327965,0.41698159442008814,0.91440463
5.487337893665861,0.4454114223361958,0.91715455
5.4922666470612045,0.452042665809456,0.91782105
